wrf_date;data;stn id;temp;rain;windU;windV;pressure
2024-03-10;2024.03.11 12:00:00;35633;4,9;0,3;0;0.4;1019,4
2024-03-10;2024.03.11 13:00:00;35633;4,1;0,3;-1.4;0.8;1018,8
2024-03-10;2024.03.11 14:00:00;35633;2,4;0,3;-2.3;0.9;1018,6
2024-03-10;2024.03.11 15:00:00;35633;1;0,3;-2.4;1.4;1018,4
2024-03-10;2024.03.11 16:00:00;35633;0,7;0,3;-1;2.5;1018,2
2024-03-10;2024.03.11 17:00:00;35633;0,6;0,3;-0.3;2.8;1018,1
2024-03-10;2024.03.11 18:00:00;35633;0,6;0,3;-0.1;2.6;1017,7
2024-03-10;2024.03.11 19:00:00;35633;0,5;0,3;0.2;2.8;1017,1
2024-03-10;2024.03.11 20:00:00;35633;0;0,3;1.8;1.2;1016,9
2024-03-10;2024.03.11 21:00:00;35633;0,1;0,4;1.7;1.1;1016,4
2024-03-10;2024.03.11 22:00:00;35633;0,7;0,8;2;1.4;1015,9
2024-03-10;2024.03.11 23:00:00;35633;0,7;1,2;3.6;-0.5;1015,6
2024-03-10;2024.03.12 00:00:00;35633;0,4;1,2;3.5;0.2;1015,6
2024-03-10;2024.03.10 12:00:00;35671;.1,3;0;2.5;1.9;1019
2024-03-10;2024.03.10 13:00:00;35671;.3,7;0;1.7;2;1018,9
2024-03-10;2024.03.10 14:00:00;35671;.5,3;0;1.2;1.9;1020,1
2024-03-10;2024.03.10 15:00:00;35671;.5,9;0;0.9;1.8;1019,8
2024-03-10;2024.03.10 16:00:00;35671;.6,3;0;0.5;1.6;1020,1
2024-03-10;2024.03.10 17:00:00;35671;.7,3;0;0.7;1.2;1020,1
2024-03-10;2024.03.10 18:00:00;35671;.6,7;0;0.5;1.1;1020,2
2024-03-10;2024.03.10 19:00:00;35671;.5,8;0;0.2;0.5;1020,2
2024-03-10;2024.03.10 20:00:00;35671;.5,3;0,1;-0.3;0.8;1020,4
2024-03-10;2024.03.10 21:00:00;35671;.4,8;0,2;-0.5;1;1020,5
2024-03-10;2024.03.10 22:00:00;35671;.4,9;0,3;-0.7;-0.1;1020,8
2024-03-10;2024.03.10 23:00:00;35671;.6,6;0,3;-0.3;0.5;1020,9
2024-03-10;2024.03.11 00:00:00;35671;.7,4;0,3;0;0.3;1021,1
2024-03-10;2024.03.11 01:00:00;35671;.7,3;0,3;0.6;0;1021,8
2024-03-10;2024.03.11 02:00:00;35671;.8,7;0,3;1;-0.8;1022,1
2024-03-10;2024.03.11 03:00:00;35671;.9,5;0,3;0.6;-1;1022,8
2024-03-10;2024.03.11 04:00:00;35671;.8,8;0,3;0;-0.6;1023,2
2024-03-10;2024.03.11 05:00:00;35671;.6,8;0,3;-0.1;-0.1;1023,6
2024-03-10;2024.03.11 06:00:00;35671;.4,6;0,3;-0.1;-0.7;1023,4
2024-03-10;2024.03.11 07:00:00;35671;.3,3;0,3;-0.3;-0.8;1023,2
2024-03-10;2024.03.11 08:00:00;35671;.2;0,3;-0.3;-0.4;1022,9
2024-03-10;2024.03.11 09:00:00;35671;.1;0,3;-0.3;-0.3;1022,7
2024-03-10;2024.03.11 10:00:00;35671;.0,5;0,3;-0.3;-0.3;1022,5
2024-03-10;2024.03.11 11:00:00;35671;.0,5;0,3;-0.8;-0.4;1022,2
2024-03-10;2024.03.11 12:00:00;35671;.1,2;0,3;-1.2;-0.3;1022,3
2024-03-10;2024.03.11 13:00:00;35671;.2,4;0,3;-1.3;-0.7;1022
2024-03-10;2024.03.11 14:00:00;35671;.4,1;0,3;-1.2;-1.3;1021,9
2024-03-10;2024.03.11 15:00:00;35671;.4,2;0,3;-1.2;-1.5;1021,4
2024-03-10;2024.03.11 16:00:00;35671;.4,5;0,3;-1.6;-1.9;1020,8
2024-03-10;2024.03.11 17:00:00;35671;.5,4;0,3;-1;-2;1020,7
2024-03-10;2024.03.11 18:00:00;35671;.6;0,3;-0.5;-2.4;1020,3
2024-03-10;2024.03.11 19:00:00;35671;.6,2;0,3;-0.1;-3;1019,7
2024-03-10;2024.03.11 20:00:00;35671;.6;0,4;-0.4;-2.8;1019,1
2024-03-10;2024.03.11 21:00:00;35671;.5,8;0,5;-0.6;-3.1;1018,1
2024-03-10;2024.03.11 22:00:00;35671;.6,1;0,7;-1;-2.8;1017
2024-03-10;2024.03.11 23:00:00;35671;.6;1;-0.8;-3;1016
2024-03-10;2024.03.12 00:00:00;35671;.5,4;1,5;-0.4;-3.4;1015,2
2024-03-10;2024.03.10 12:00:00;35700;5,2;0;4.9;1.6;1020,6
2024-03-10;2024.03.10 13:00:00;35700;4,5;0;4.3;2.4;1020,8
2024-03-10;2024.03.10 14:00:00;35700;3,4;0;3.6;3;1020,9
2024-03-10;2024.03.10 15:00:00;35700;1,3;0;2.9;3.4;1021,3
2024-03-10;2024.03.10 16:00:00;35700;0,5;0;2.9;2.7;1021,6
2024-03-10;2024.03.10 17:00:00;35700;0,1;0;2.9;2.3;1022,2
2024-03-10;2024.03.10 18:00:00;35700;.0,1;0;3.1;2.3;1022,1
2024-03-10;2024.03.10 19:00:00;35700;.0,4;0;2.8;2.2;1022,1
2024-03-10;2024.03.10 20:00:00;35700;.0,6;0;2.4;2;1021,8
2024-03-10;2024.03.10 21:00:00;35700;.0,7;0;2.1;2.2;1021,6
2024-03-10;2024.03.10 22:00:00;35700;.1;0;2;2.4;1021,6
2024-03-10;2024.03.10 23:00:00;35700;.1,1;0;1.4;2.5;1021,2
2024-03-10;2024.03.11 00:00:00;35700;.1,3;0;1.2;2.7;1021
2024-03-10;2024.03.11 01:00:00;35700;.1,5;0;1;3;1020,8
2024-03-10;2024.03.11 02:00:00;35700;.1,7;0;0.9;3.3;1020,8
2024-03-10;2024.03.11 03:00:00;35700;.1,6;0;0.6;3.8;1020,3
2024-03-10;2024.03.11 04:00:00;35700;.0,5;0;1.2;4.9;1020,4
2024-03-10;2024.03.11 05:00:00;35700;1,4;0,1;2.1;5.8;1020,3
2024-03-10;2024.03.11 06:00:00;35700;3,9;0,2;3.3;6.7;1019,9
2024-03-10;2024.03.11 07:00:00;35700;2,9;0,3;5.3;4.3;1020,1
2024-03-10;2024.03.11 08:00:00;35700;5;0,3;5.3;2.6;1019,7
2024-03-10;2024.03.11 09:00:00;35700;6,5;0,3;6.5;0.4;1019,6
2024-03-10;2024.03.11 10:00:00;35700;6,9;0,3;6.7;-0.8;1019,4
2024-03-10;2024.03.11 11:00:00;35700;6,8;0,3;7.5;-1.6;1019,4
2024-03-10;2024.03.11 12:00:00;35700;6,1;0,3;7.3;-2.4;1019,8
2024-03-10;2024.03.11 13:00:00;35700;5,4;0,3;6.8;-2.8;1020,1
2024-03-10;2024.03.11 14:00:00;35700;3,6;0,3;5.9;-4.2;1020,6
2024-03-10;2024.03.11 15:00:00;35700;1,8;0,3;6.3;-3.6;1021,4
2024-03-10;2024.03.11 16:00:00;35700;0,2;0,3;4.1;-4.9;1022,5
2024-03-10;2024.03.11 17:00:00;35700;.0,1;0,4;2.6;-6;1023,5
2024-03-10;2024.03.11 18:00:00;35700;.0,6;0,5;2.6;-5.5;1024,5
2024-03-10;2024.03.11 19:00:00;35700;.1;0,5;2.3;-5.1;1024,9
2024-03-10;2024.03.11 20:00:00;35700;.1,4;0,5;2.4;-4.7;1025,4
2024-03-10;2024.03.11 21:00:00;35700;.1,8;0,5;2.8;-4.7;1025,8
2024-03-10;2024.03.11 22:00:00;35700;.2,4;0,5;3.2;-5.3;1026,3
2024-03-10;2024.03.11 23:00:00;35700;.3,5;0,5;3.1;-5.9;1026,5
2024-03-10;2024.03.12 00:00:00;35700;.3,4;0,5;3.2;-5.2;1026,8
2024-03-10;2024.03.10 12:00:00;36003;0,3;0;3.8;2.1;1016,9
2024-03-10;2024.03.10 13:00:00;36003;.3,3;0;1.2;2.8;1017,2
2024-03-10;2024.03.10 14:00:00;36003;.5;0;-0.4;3.1;1018
2024-03-10;2024.03.10 15:00:00;36003;.5;0;-0.5;2.7;1018,3
2024-03-10;2024.03.10 16:00:00;36003;.6,4;0;-0.5;2;1018,8
2024-03-10;2024.03.10 17:00:00;36003;.7,3;0;-0.7;1.9;1019,1
2024-03-10;2024.03.10 18:00:00;36003;.6;0;-0.9;0.8;1019,1
2024-03-10;2024.03.10 19:00:00;36003;.5,3;0;-1.6;1.9;1019,2
2024-03-10;2024.03.10 20:00:00;36003;.4,1;0;0.3;1.7;1019,4
2024-03-10;2024.03.10 21:00:00;36003;.3,3;0;3.6;1.4;1019,7
2024-03-10;2024.03.10 22:00:00;36003;.8,6;0;3.7;0.6;1019,8
2024-03-10;2024.03.10 23:00:00;36003;.11,4;0;2.6;1.8;1020,1
2024-03-10;2024.03.11 00:00:00;36003;.12,2;0;2;2.4;1020,5
2024-03-10;2024.03.11 01:00:00;36003;.13,7;0;0.9;2.9;1021
2024-03-10;2024.03.11 02:00:00;36003;.13,1;0;0.5;2.7;1021,5
2024-03-10;2024.03.11 03:00:00;36003;.12,7;0;-1;2.6;1022
2024-03-10;2024.03.11 04:00:00;36003;.8,8;0;-0.2;2.9;1022,4
2024-03-10;2024.03.11 05:00:00;36003;.3,8;0;2.3;4.6;1022,4
2024-03-10;2024.03.11 06:00:00;36003;.2,3;0;2.6;4.7;1022,5
2024-03-10;2024.03.11 07:00:00;36003;.0,9;0;4.4;3.2;1022,8
2024-03-10;2024.03.11 08:00:00;36003;.0,5;0;6.6;1.4;1023,2
2024-03-10;2024.03.11 09:00:00;36003;.0,8;0,1;6.2;1.2;1023,6
2024-03-10;2024.03.11 10:00:00;36003;.1,1;0,1;5.2;0.8;1024,3
2024-03-10;2024.03.11 11:00:00;36003;.2,2;0,1;3.8;0.5;1024,9
2024-03-10;2024.03.11 12:00:00;36003;.4,6;0,1;3.4;0;1025,3
2024-03-10;2024.03.11 13:00:00;36003;.7,2;0,1;3.8;0.4;1025,7
2024-03-10;2024.03.11 14:00:00;36003;.8,4;0,1;2.7;0.8;1026,1
2024-03-10;2024.03.11 15:00:00;36003;.9,4;0,1;1.8;1.4;1026,4
2024-03-10;2024.03.11 16:00:00;36003;.11,8;0,1;-0.8;2.1;1026,7
2024-03-10;2024.03.11 17:00:00;36003;.13,4;0,1;-1.5;1.9;1026,8
2024-03-10;2024.03.11 18:00:00;36003;.14;0,1;-1.8;1.8;1026,7
2024-03-10;2024.03.11 19:00:00;36003;.14,4;0,1;-1.7;1.8;1026,3
2024-03-10;2024.03.11 20:00:00;36003;.14,3;0,1;-2.1;1.8;1026
2024-03-10;2024.03.11 21:00:00;36003;.12,1;0,1;-1.9;1.5;1025,6
2024-03-10;2024.03.11 22:00:00;36003;.11,5;0,1;-1.9;2.6;1025,2
2024-03-10;2024.03.11 23:00:00;36003;.12;0,1;-1.7;1.6;1024,7
2024-03-10;2024.03.12 00:00:00;36003;.11,5;0,1;-2.3;1.2;1024,2
2024-03-10;2024.03.10 12:00:00;36177;0,7;0;0.4;2.7;1020
2024-03-10;2024.03.10 13:00:00;36177;2,1;0;0.5;1.8;1020,9
2024-03-10;2024.03.10 14:00:00;36177;.0,1;0;-0.5;1.2;1021,1
2024-03-10;2024.03.10 15:00:00;36177;.2,7;0;-1.3;-0.3;1021,5
2024-03-10;2024.03.10 16:00:00;36177;.4,4;0;-1.5;-0.8;1021,6
2024-03-10;2024.03.10 17:00:00;36177;.5,4;0;-1.2;-0.8;1022
2024-03-10;2024.03.10 18:00:00;36177;.4,9;0;-1.1;-0.7;1021,9
2024-03-10;2024.03.10 19:00:00;36177;.4;0;-1.2;-0.1;1021,7
2024-03-10;2024.03.10 20:00:00;36177;.3,2;0;-1.1;0;1022,1
2024-03-10;2024.03.10 21:00:00;36177;.2,4;0;-0.6;0.2;1022,3
2024-03-10;2024.03.10 22:00:00;36177;.2,4;0;-0.2;1.2;1022,5
2024-03-10;2024.03.10 23:00:00;36177;.4;0;0.5;1.2;1022,6
2024-03-10;2024.03.11 00:00:00;36177;.5,2;0;0.3;1.4;1023,1
2024-03-10;2024.03.11 01:00:00;36177;.5,8;0;-0.5;1.3;1023,7
2024-03-10;2024.03.11 02:00:00;36177;.5,4;0;-0.5;1;1024,5
2024-03-10;2024.03.11 03:00:00;36177;.3,8;0;0.3;1.4;1025,1
2024-03-10;2024.03.11 04:00:00;36177;.1,9;0;1;1.9;1025,4
2024-03-10;2024.03.11 05:00:00;36177;.0,5;0;1.3;2.1;1025,4
2024-03-10;2024.03.11 06:00:00;36177;0,8;0;1.5;2.3;1025,6
2024-03-10;2024.03.11 07:00:00;36177;1,7;0;1.4;2.5;1025,6
2024-03-10;2024.03.11 08:00:00;36177;2,3;0;1.2;2.6;1025,6
2024-03-10;2024.03.11 09:00:00;36177;2,8;0;0.7;2.4;1025,6
2024-03-10;2024.03.11 10:00:00;36177;3,2;0;0.4;2.2;1026
2024-03-10;2024.03.11 11:00:00;36177;3,5;0;0.7;2;1026,3
2024-03-10;2024.03.11 12:00:00;36177;3;0;-0.8;2;1026,3
2024-03-10;2024.03.11 13:00:00;36177;1,3;0;-0.7;1.3;1026,6
2024-03-10;2024.03.11 14:00:00;36177;.0,9;0;-1.1;0.3;1026,8
2024-03-10;2024.03.11 15:00:00;36177;.0,2;0;-1.3;-0.4;1027
2024-03-10;2024.03.11 16:00:00;36177;.0,8;0;-1.3;0.3;1027
2024-03-10;2024.03.11 17:00:00;36177;.2,3;0;-1;0.6;1027,1
2024-03-10;2024.03.11 18:00:00;36177;.3,6;0;-1.2;0.3;1027
2024-03-10;2024.03.11 19:00:00;36177;.3,9;0;-1.1;0.7;1026,8
2024-03-10;2024.03.11 20:00:00;36177;.3,3;0;-0.8;0.5;1026,5
2024-03-10;2024.03.11 21:00:00;36177;.2,9;0;-1.2;0.2;1025,8
2024-03-10;2024.03.11 22:00:00;36177;.3,1;0;-1.3;0.8;1025,3
2024-03-10;2024.03.11 23:00:00;36177;.3,1;0;-1.2;0.8;1025,1
2024-03-10;2024.03.12 00:00:00;36177;.3,9;0;-1.4;1.1;1025,1
2024-03-10;2024.03.10 12:00:00;36403;2,2;0;-1.3;0.7;1020,6
2024-03-10;2024.03.10 13:00:00;36403;1,8;0;-1.2;2.6;1021,3
2024-03-10;2024.03.10 14:00:00;36403;1,5;0;-0.8;3.7;1021,5
2024-03-10;2024.03.10 15:00:00;36403;1;0;-1.2;4.8;1021,6
2024-03-10;2024.03.10 16:00:00;36403;1;0;-2.1;6;1021,6
2024-03-10;2024.03.10 17:00:00;36403;.1,2;0;-2.5;5.3;1021,6
2024-03-10;2024.03.10 18:00:00;36403;1,2;0;-0.6;6.5;1022,1
2024-03-10;2024.03.10 19:00:00;36403;0,2;0;-0.7;6.6;1022
2024-03-10;2024.03.10 20:00:00;36403;0;0;-1.2;5.7;1022
2024-03-10;2024.03.10 21:00:00;36403;1,7;0;0.2;4.7;1022,1
2024-03-10;2024.03.10 22:00:00;36403;2,3;0;3.2;4.9;1022,4
2024-03-10;2024.03.10 23:00:00;36403;1;0;3.2;6;1022,8
2024-03-10;2024.03.11 00:00:00;36403;1,2;0;3.5;6.2;1023
2024-03-10;2024.03.11 01:00:00;36403;0,1;0;3.5;5.5;1023,4
2024-03-10;2024.03.11 02:00:00;36403;1,9;0;3.2;5.3;1024
2024-03-10;2024.03.11 03:00:00;36403;1,6;0;4.2;4.2;1024,5
2024-03-10;2024.03.11 04:00:00;36403;2,1;0;5.3;4.5;1024,7
2024-03-10;2024.03.11 05:00:00;36403;2,1;0;5.6;4.2;1024,9
2024-03-10;2024.03.11 06:00:00;36403;2,1;0;5.2;4;1025,1
2024-03-10;2024.03.11 07:00:00;36403;2,1;0;4.3;3.8;1025,3
2024-03-10;2024.03.11 08:00:00;36403;2;0;3.6;3.2;1025,4
2024-03-10;2024.03.11 09:00:00;36403;2;0;3.6;2.5;1025,7
2024-03-10;2024.03.11 10:00:00;36403;2;0;3;2.1;1026
2024-03-10;2024.03.11 11:00:00;36403;1;0;2.9;2;1026,3
2024-03-10;2024.03.11 12:00:00;36403;.0,8;0;-1;1.6;1026,4
2024-03-10;2024.03.11 13:00:00;36403;.2,3;0;-2.5;3.7;1026,8
2024-03-10;2024.03.11 14:00:00;36403;.1,5;0;-2.6;3.9;1026,8
2024-03-10;2024.03.11 15:00:00;36403;.2,2;0;-2.2;3.4;1027,2
2024-03-10;2024.03.11 16:00:00;36403;.3,5;0;-1.9;2.7;1027,2
2024-03-10;2024.03.11 17:00:00;36403;.3,3;0;-2.1;2.8;1027
2024-03-10;2024.03.11 18:00:00;36403;.1,9;0,1;-1.6;3.2;1026,8
2024-03-10;2024.03.11 19:00:00;36403;.1,1;0,2;-3.3;3;1026,6
2024-03-10;2024.03.11 20:00:00;36403;.0,8;0,4;-4.2;2.6;1026,3
2024-03-10;2024.03.11 21:00:00;36403;.0,7;0,6;-4.7;2.4;1025,6
2024-03-10;2024.03.11 22:00:00;36403;.0,9;0,6;-4.9;3;1025,2
2024-03-10;2024.03.11 23:00:00;36403;.3,5;0,6;-5;3.2;1024,8
2024-03-10;2024.03.12 00:00:00;36403;.3,7;0,6;-5.8;3.8;1024,6
2024-03-10;2024.03.10 12:00:00;36770;7,7;0;1.5;-1.7;1019,6
2024-03-10;2024.03.10 13:00:00;36770;6,8;0;2.1;0.3;1020,3
2024-03-10;2024.03.10 14:00:00;36770;6,6;0;1.3;-0.3;1020,9
2024-03-10;2024.03.10 15:00:00;36770;6,3;0;-0.2;0.6;1021,5
2024-03-10;2024.03.10 16:00:00;36770;6;0;-1.7;1.3;1021,5
2024-03-10;2024.03.10 17:00:00;36770;5,1;0,1;1.2;0.9;1021,8
2024-03-10;2024.03.10 18:00:00;36770;5;0,1;1;1;1021,9
2024-03-10;2024.03.10 19:00:00;36770;4,9;0,2;1.3;0.4;1021,8
2024-03-10;2024.03.10 20:00:00;36770;5,3;0,2;0.1;0;1021,9
2024-03-10;2024.03.10 21:00:00;36770;4,8;0,2;-1.3;1;1021,8
2024-03-10;2024.03.10 22:00:00;36770;4,4;0,2;-1.7;1.4;1021,7
2024-03-10;2024.03.10 23:00:00;36770;4,6;0,2;-1.9;1.4;1021,8
2024-03-10;2024.03.11 00:00:00;36770;4,1;0,3;-1.8;1.4;1021,8
2024-03-10;2024.03.11 01:00:00;36770;3,7;0,3;-1.1;1;1022,1
2024-03-10;2024.03.11 02:00:00;36770;4,3;0,3;-0.8;0;1022,5
2024-03-10;2024.03.11 03:00:00;36770;5,9;0,3;0;-0.7;1022,9
2024-03-10;2024.03.11 04:00:00;36770;7,8;0,3;0.2;-0.6;1023,1
2024-03-10;2024.03.11 05:00:00;36770;9,5;0,3;0.1;-0.9;1022,9
2024-03-10;2024.03.11 06:00:00;36770;11;0,3;-0.1;-1.3;1022,6
2024-03-10;2024.03.11 07:00:00;36770;12,1;0,3;-0.2;-1;1022,3
2024-03-10;2024.03.11 08:00:00;36770;13;0,3;0.6;-0.7;1021,8
2024-03-10;2024.03.11 09:00:00;36770;13,7;0,3;0.5;-0.8;1021,7
2024-03-10;2024.03.11 10:00:00;36770;14;0,3;0.4;-1;1021,8
2024-03-10;2024.03.11 11:00:00;36770;12,4;0,3;-1.1;-3.5;1021,7
2024-03-10;2024.03.11 12:00:00;36770;11,1;0,3;-1.2;-2.9;1021,5
2024-03-10;2024.03.11 13:00:00;36770;9,1;0,3;0.2;-2;1021,7
2024-03-10;2024.03.11 14:00:00;36770;7,4;0,3;0.1;-2.1;1021,9
2024-03-10;2024.03.11 15:00:00;36770;6,6;0,3;-0.9;-1.6;1021,9
2024-03-10;2024.03.11 16:00:00;36770;5,8;0,3;-1.4;-1.3;1021,8
2024-03-10;2024.03.11 17:00:00;36770;4,9;0,3;-1.3;-1;1021,4
2024-03-10;2024.03.11 18:00:00;36770;4,8;0,3;-1.4;-0.7;1020,7
2024-03-10;2024.03.11 19:00:00;36770;5;0,3;-1.9;-0.6;1019,9
2024-03-10;2024.03.11 20:00:00;36770;5,2;0,3;-1.5;-1.2;1019,1
2024-03-10;2024.03.11 21:00:00;36770;5,4;0,3;-2.1;-1.1;1018,1
2024-03-10;2024.03.11 22:00:00;36770;5,7;0,3;-2.1;-0.8;1017
2024-03-10;2024.03.11 23:00:00;36770;5,9;0,3;-1.9;-0.9;1016,1
2024-03-10;2024.03.12 00:00:00;36770;5,9;0,3;-2.2;-1.1;1015,2
2024-03-10;2024.03.10 12:00:00;36870;3,7;0;1.2;0.4;1019,9
2024-03-10;2024.03.10 13:00:00;36870;4,4;0;0.6;1;1019,6
2024-03-10;2024.03.10 14:00:00;36870;4,8;0;1.3;1.6;1020,6
2024-03-10;2024.03.10 15:00:00;36870;4,5;0;0.5;-0.6;1020,8
2024-03-10;2024.03.10 16:00:00;36870;4;0;-0.1;0.6;1021
2024-03-10;2024.03.10 17:00:00;36870;3,3;0;0.8;-0.5;1021,2
2024-03-10;2024.03.10 18:00:00;36870;3,7;0,2;-0.7;2;1020,9
2024-03-10;2024.03.10 19:00:00;36870;4,4;0,2;0;-0.1;1020,2
2024-03-10;2024.03.10 20:00:00;36870;3,7;0,2;-0.4;-0.1;1020,2
2024-03-10;2024.03.10 21:00:00;36870;3,5;0,2;-0.8;-0.3;1019,9
2024-03-10;2024.03.10 22:00:00;36870;2,3;0,2;1.6;1.3;1020,4
2024-03-10;2024.03.10 23:00:00;36870;4,1;0,2;-0.1;2;1020,7
2024-03-10;2024.03.11 00:00:00;36870;4,4;0,2;0.2;-0.4;1020,7
2024-03-10;2024.03.11 01:00:00;36870;3,3;0,2;0.5;0.8;1020,9
2024-03-10;2024.03.11 02:00:00;36870;3,7;0,2;-0.5;1.5;1021,2
2024-03-10;2024.03.11 03:00:00;36870;5,7;0,2;-0.1;0.8;1021,6
2024-03-10;2024.03.11 04:00:00;36870;6,2;0,2;0.8;-0.2;1021,7
2024-03-10;2024.03.11 05:00:00;36870;7,1;0,2;0.5;-0.8;1021,6
2024-03-10;2024.03.11 06:00:00;36870;8,3;0,2;0.7;-0.6;1021,5
2024-03-10;2024.03.11 07:00:00;36870;9,4;0,2;1.2;-0.3;1021,2
2024-03-10;2024.03.11 08:00:00;36870;10,4;0,2;1.9;-0.5;1020,9
2024-03-10;2024.03.11 09:00:00;36870;11,3;0,2;1;0;1020,8
2024-03-10;2024.03.11 10:00:00;36870;11,4;0,2;1.4;0.2;1020,8
2024-03-10;2024.03.11 11:00:00;36870;11,3;0,2;1.3;0.7;1020,5
2024-03-10;2024.03.11 12:00:00;36870;10,1;0,2;1.1;1.4;1020,3
2024-03-10;2024.03.11 13:00:00;36870;8,4;0,2;1;2;1020,3
2024-03-10;2024.03.11 14:00:00;36870;7,8;0,2;0.6;2.2;1020,2
2024-03-10;2024.03.11 15:00:00;36870;7,4;0,2;0.5;2.6;1020
2024-03-10;2024.03.11 16:00:00;36870;7,7;0,2;0.2;1.1;1019,6
2024-03-10;2024.03.11 17:00:00;36870;7,1;0,2;0.1;0.5;1019
2024-03-10;2024.03.11 18:00:00;36870;6,8;0,2;0.4;1.3;1018,3
2024-03-10;2024.03.11 19:00:00;36870;6,8;0,2;0.6;0.9;1017,4
2024-03-10;2024.03.11 20:00:00;36870;6,3;0,2;0.8;-0.4;1016,5
2024-03-10;2024.03.11 21:00:00;36870;5,8;0,2;0.3;-0.9;1015,6
2024-03-10;2024.03.11 22:00:00;36870;6;0,2;0.6;-0.9;1014,6
2024-03-10;2024.03.11 23:00:00;36870;5,6;0,2;0.9;-1.2;1013,9
2024-03-10;2024.03.12 00:00:00;36870;4,4;0,2;0.8;-1.3;1013,4
2024-03-10;2024.03.10 12:00:00;38062;10,8;0;3.5;1.9;1021,1
2024-03-10;2024.03.10 13:00:00;38062;10,4;0;2.6;1.6;1021,1
2024-03-10;2024.03.10 14:00:00;38062;8,5;0;1.8;1.3;1021,8
2024-03-10;2024.03.10 15:00:00;38062;7,9;0;1.5;0.7;1022
2024-03-10;2024.03.10 16:00:00;38062;7,5;0;1.1;0.6;1022,3
2024-03-10;2024.03.10 17:00:00;38062;6,9;0;0.7;-0.1;1022,3
2024-03-10;2024.03.10 18:00:00;38062;6,1;0;0;0.1;1022,2
2024-03-10;2024.03.10 19:00:00;38062;6;0;-0.2;0.4;1022
2024-03-10;2024.03.10 20:00:00;38062;5,8;0;-0.5;0.2;1022
2024-03-10;2024.03.10 21:00:00;38062;5,5;0;-0.7;0.7;1022,2
2024-03-10;2024.03.10 22:00:00;38062;5,2;0;-0.4;0.6;1022,4
2024-03-10;2024.03.10 23:00:00;38062;4,7;0;0.5;-0.8;1022,6
2024-03-10;2024.03.11 00:00:00;38062;3,5;0;0.1;-1.7;1022,8
2024-03-10;2024.03.11 01:00:00;38062;3,2;0;-0.5;-1.5;1023,2
2024-03-10;2024.03.11 02:00:00;38062;3;0;-1.2;-0.6;1023,5
2024-03-10;2024.03.11 03:00:00;38062;3,1;0;-1.5;-0.6;1023,7
2024-03-10;2024.03.11 04:00:00;38062;5,7;0;-1.2;-0.7;1023,8
2024-03-10;2024.03.11 05:00:00;38062;8,2;0;-1.8;-1;1023,8
2024-03-10;2024.03.11 06:00:00;38062;10,6;0;-2;-0.8;1023,3
2024-03-10;2024.03.11 07:00:00;38062;12,2;0;-2.2;-1;1022,8
2024-03-10;2024.03.11 08:00:00;38062;13,2;0;-1.8;-0.9;1022,2
2024-03-10;2024.03.11 09:00:00;38062;13,9;0;-2;-0.3;1021,5
2024-03-10;2024.03.11 10:00:00;38062;14,2;0;-2.5;-0.4;1021
2024-03-10;2024.03.11 11:00:00;38062;14,3;0;-2.7;-0.4;1020,5
2024-03-10;2024.03.11 12:00:00;38062;13,9;0;-3.2;-0.9;1020,1
2024-03-10;2024.03.11 13:00:00;38062;12,8;0;-2.9;-1.6;1019,5
2024-03-10;2024.03.11 14:00:00;38062;11;0;-2.6;-2.3;1018,9
2024-03-10;2024.03.11 15:00:00;38062;9,4;0;-3;-3.1;1018,4
2024-03-10;2024.03.11 16:00:00;38062;9,3;0;-2.8;-3.6;1018,1
2024-03-10;2024.03.11 17:00:00;38062;8,7;0;-3.1;-3.8;1017,7
2024-03-10;2024.03.11 18:00:00;38062;7,7;0;-3;-4.2;1017
2024-03-10;2024.03.11 19:00:00;38062;6,6;0;-2.8;-4;1015,6
2024-03-10;2024.03.11 20:00:00;38062;6,3;0;-3.1;-5.4;1014,5
2024-03-10;2024.03.11 21:00:00;38062;5,3;0,4;-2;-6.1;1013,6
2024-03-10;2024.03.11 22:00:00;38062;4,6;2;0.6;-5.9;1014,4
2024-03-10;2024.03.11 23:00:00;38062;4,2;6,4;-1.5;-6.5;1013,2
2024-03-10;2024.03.12 00:00:00;38062;3,9;9,2;-1.8;-6.5;1012,1
2024-03-10;2024.03.10 12:00:00;38111;9,7;0;3.1;-2.3;1021,1
2024-03-10;2024.03.10 13:00:00;38111;9,5;0;2.4;-1.3;1021
2024-03-10;2024.03.10 14:00:00;38111;8,7;0;3.3;0.1;1021,5
2024-03-10;2024.03.10 15:00:00;38111;7;0;2.7;-0.4;1021,8
2024-03-10;2024.03.10 16:00:00;38111;6,4;0;1.8;-1.7;1021,9
2024-03-10;2024.03.10 17:00:00;38111;5,5;0;1.4;-2.8;1022,3
2024-03-10;2024.03.10 18:00:00;38111;4,8;0;0.6;-3.5;1022,2
2024-03-10;2024.03.10 19:00:00;38111;4;0;-0.2;-3.5;1022,2
2024-03-10;2024.03.10 20:00:00;38111;3,6;0;-1.1;-3.4;1022
2024-03-10;2024.03.10 21:00:00;38111;2,8;0;-2;-2.9;1021,9
2024-03-10;2024.03.10 22:00:00;38111;2,4;0;-2.4;-2.5;1021,9
2024-03-10;2024.03.10 23:00:00;38111;2,5;0;-3;-1.7;1021,7
2024-03-10;2024.03.11 00:00:00;38111;2,7;0;-3;-1.6;1021,7
